index,person_age,person_income,person_home_ownership,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status
11170,24,67644,RENT,DEBTCONSOLIDATION,A,6000,6.99,NO
11171,30,78000,RENT,PERSONAL,A,7000,6.54,NO
11172,21,24000,OWN,MEDICAL,B,7000,11.86,NO
11173,23,79200,MORTGAGE,EDUCATION,A,8000,7.88,NO
11174,24,37200,RENT,MEDICAL,D,10000,12.92,NO
11175,28,90000,MORTGAGE,HOMEIMPROVEMENT,A,1800,7.51,NO
11176,46,60000,RENT,MEDICAL,C,15000,13.49,NO
11177,28,48000,RENT,EDUCATION,B,10000,10.08,NO
11178,22,91000,OWN,EDUCATION,A,15000,7.88,NO
11179,25,38000,MORTGAGE,HOMEIMPROVEMENT,A,5400,8.9,NO
11180,33,135000,OWN,VENTURE,B,17500,11.83,NO
11181,25,44400,MORTGAGE,VENTURE,C,14125,12.99,NO
11182,26,75555,MORTGAGE,MEDICAL,B,10000,10.39,NO
11183,27,30000,RENT,PERSONAL,B,4975,10.37,NO
11184,33,110000,RENT,EDUCATION,D,15000,14.42,NO
11185,31,85000,MORTGAGE,PERSONAL,A,4500,6.54,NO
11186,33,25000,RENT,PERSONAL,A,2800,9.32,NO
11187,37,68480,RENT,HOMEIMPROVEMENT,C,3600,15.23,NO
11188,22,102000,MORTGAGE,MEDICAL,A,18000,8.49,NO
11189,24,63000,MORTGAGE,VENTURE,B,6000,9.91,NO
11190,27,42072,RENT,VENTURE,B,5000,11.49,NO
11191,26,22440,OWN,VENTURE,B,4750,11.86,NO
11192,22,36000,OWN,EDUCATION,B,14500,10.99,NO
11193,24,185000,RENT,HOMEIMPROVEMENT,C,25000,12.68,NO
11194,26,70000,RENT,HOMEIMPROVEMENT,B,10000,9.45,NO
11195,32,58800,OWN,PERSONAL,C,7000,13.99,NO
11196,36,69996,RENT,VENTURE,B,20400,10.37,NO
11197,23,85000,RENT,DEBTCONSOLIDATION,A,7175,7.49,NO
11198,27,57600,MORTGAGE,MEDICAL,B,3000,11.11,NO
11199,22,48000,RENT,MEDICAL,B,13000,9.99,NO
11200,22,130000,MORTGAGE,VENTURE,B,24250,12.18,NO
11201,22,41600,OWN,EDUCATION,B,12000,12.42,NO
11202,26,50000,MORTGAGE,DEBTCONSOLIDATION,B,10800,10.99,NO
11203,27,71000,RENT,EDUCATION,B,15000,9.01,NO
11204,24,84000,RENT,PERSONAL,A,12000,6.91,NO
11205,22,37800,MORTGAGE,EDUCATION,B,7200,10.99,NO
11206,24,48000,MORTGAGE,EDUCATION,B,5500,11.36,NO
11207,25,72000,MORTGAGE,PERSONAL,B,5000,12.18,NO
11208,24,67600,RENT,HOMEIMPROVEMENT,D,10000,16.02,NO
11209,31,64900,RENT,MEDICAL,A,10000,7.66,NO
11210,40,148350,MORTGAGE,HOMEIMPROVEMENT,A,5000,6.03,NO
11211,30,50000,RENT,VENTURE,C,4500,13.11,NO
11212,23,95004,MORTGAGE,VENTURE,A,10000,7.51,NO
11213,22,52000,MORTGAGE,VENTURE,C,2650,12.99,NO
11214,26,110000,MORTGAGE,MEDICAL,B,5000,12.69,NO
11215,22,46000,RENT,VENTURE,C,12000,12.68,NO
11216,23,70000,RENT,EDUCATION,A,3500,5.42,NO
11217,41,48000,RENT,MEDICAL,A,11000,7.66,NO
11218,40,60000,MORTGAGE,HOMEIMPROVEMENT,A,14400,5.42,NO
11219,29,150000,MORTGAGE,MEDICAL,A,7200,7.29,NO
11220,27,170000,RENT,HOMEIMPROVEMENT,A,16000,5.79,NO
11221,27,41500,RENT,MEDICAL,C,10000,11.09,NO
11222,26,33000,RENT,VENTURE,B,3500,10.25,NO
11223,23,70000,RENT,VENTURE,C,3000,14.27,NO
11224,24,37000,RENT,VENTURE,A,9000,7.14,NO
11225,24,172000,MORTGAGE,EDUCATION,B,15000,10.37,NO
11226,25,79000,MORTGAGE,PERSONAL,B,7500,10.01,NO
11227,22,35000,RENT,DEBTCONSOLIDATION,A,5000,7.88,NO
11228,21,87000,RENT,MEDICAL,B,11000,11.58,NO
11229,40,60000,MORTGAGE,HOMEIMPROVEMENT,C,3500,12.99,NO
11230,26,57006,MORTGAGE,DEBTCONSOLIDATION,A,6000,6.17,NO
11231,21,24996,RENT,DEBTCONSOLIDATION,B,3000,11.49,NO
11232,30,72516,RENT,PERSONAL,C,5000,13.85,NO
11233,25,64000,RENT,MEDICAL,B,14400,9.62,NO
11234,26,30000,MORTGAGE,VENTURE,C,4000,13.16,NO
11235,33,36000,MORTGAGE,VENTURE,A,5000,8.49,NO
11236,31,273655,MORTGAGE,DEBTCONSOLIDATION,A,19600,7.51,NO
11237,31,49000,OWN,EDUCATION,C,14000,13.99,NO
11238,24,47000,RENT,DEBTCONSOLIDATION,B,6000,10.99,NO
11239,30,36933,RENT,PERSONAL,C,5000,11.91,NO
11240,23,16000,OWN,PERSONAL,A,2000,6.39,NO
11241,24,46151,RENT,DEBTCONSOLIDATION,B,6000,10.59,NO
11242,31,55000,RENT,HOMEIMPROVEMENT,C,12000,13.23,NO
11243,23,96000,MORTGAGE,PERSONAL,A,9000,6.62,NO
11244,33,50750,RENT,PERSONAL,C,7500,11.91,NO
11245,35,40000,RENT,VENTURE,D,7000,16.07,NO
11246,23,25200,OWN,EDUCATION,B,1000,11.48,NO
11247,34,75000,MORTGAGE,MEDICAL,B,10000,11.11,NO
11248,23,36000,RENT,EDUCATION,A,10000,8.59,NO
11249,31,42500,RENT,MEDICAL,A,6500,7.29,NO
11250,21,33000,RENT,VENTURE,C,3375,13.49,NO
11251,23,85000,RENT,EDUCATION,B,5000,11.58,NO
11252,22,45999,RENT,VENTURE,A,7300,7.88,NO
11253,26,93500,MORTGAGE,VENTURE,D,6250,14.83,NO
11254,23,60000,MORTGAGE,EDUCATION,B,10000,11.26,NO
11255,22,50000,RENT,PERSONAL,B,3000,10.99,NO
11256,22,69600,RENT,DEBTCONSOLIDATION,C,1350,12.68,NO
11257,26,33200,RENT,MEDICAL,B,10000,11.49,NO
11258,26,26004,MORTGAGE,HOMEIMPROVEMENT,B,6000,11.99,NO
11259,27,48600,MORTGAGE,PERSONAL,D,10000,15.7,NO
11260,23,37000,OWN,EDUCATION,A,6000,8.9,NO
11261,30,62000,RENT,MEDICAL,B,12000,11.71,NO
11262,23,75000,RENT,VENTURE,A,5000,7.49,NO
11263,23,75000,RENT,DEBTCONSOLIDATION,A,13000,6.91,NO
11264,26,34099,RENT,MEDICAL,C,7200,12.73,NO
11265,28,50000,MORTGAGE,PERSONAL,D,6000,15.99,NO
11266,23,100000,MORTGAGE,VENTURE,A,11000,8.49,NO
11267,22,45000,RENT,MEDICAL,C,2500,14.35,NO
11268,25,21600,RENT,EDUCATION,A,2500,5.99,NO
11269,31,47000,MORTGAGE,HOMEIMPROVEMENT,B,5000,10.38,NO
11270,23,66000,MORTGAGE,VENTURE,B,2700,10.74,NO
11271,29,105000,MORTGAGE,DEBTCONSOLIDATION,B,17000,10.25,NO
11272,37,84000,RENT,HOMEIMPROVEMENT,B,5000,10.0,NO
11273,22,77000,MORTGAGE,EDUCATION,B,21000,11.48,NO
11274,29,57312,RENT,DEBTCONSOLIDATION,B,5000,11.86,NO
11275,26,85757,RENT,MEDICAL,B,7800,11.83,NO
11276,22,50000,MORTGAGE,EDUCATION,B,15000,10.25,NO
11277,34,220000,MORTGAGE,DEBTCONSOLIDATION,B,7350,11.99,NO
11278,24,375000,MORTGAGE,DEBTCONSOLIDATION,C,20000,11.41,NO
11279,24,54000,RENT,DEBTCONSOLIDATION,A,7800,7.9,NO
11280,26,51996,RENT,VENTURE,C,1500,13.85,NO
11281,23,60000,RENT,PERSONAL,C,15000,14.22,NO
11282,23,70000,RENT,VENTURE,A,6725,6.62,NO
11283,23,55000,MORTGAGE,DEBTCONSOLIDATION,B,15000,9.2,NO
11284,33,21000,OWN,EDUCATION,B,7750,11.83,NO
11285,21,35000,OWN,VENTURE,C,7200,15.23,NO
11286,23,45000,RENT,PERSONAL,B,11200,10.59,NO
11287,37,70000,MORTGAGE,MEDICAL,B,25000,9.76,NO
11288,25,144996,MORTGAGE,EDUCATION,E,25000,16.35,NO
11289,23,75000,OWN,EDUCATION,A,8000,6.17,NO
11290,56,71884,OWN,PERSONAL,B,7425,9.99,NO
11291,30,24000,OWN,VENTURE,A,2500,7.29,NO
11292,23,65004,RENT,EDUCATION,D,3000,14.84,NO
11293,21,50000,RENT,EDUCATION,A,10000,6.03,NO
11294,29,35000,OWN,VENTURE,C,10000,12.87,NO
11295,36,166000,RENT,MEDICAL,A,10000,7.88,NO
11296,25,57000,RENT,HOMEIMPROVEMENT,B,9500,12.53,NO
11297,25,35000,RENT,VENTURE,B,2000,9.91,NO
11298,23,65000,MORTGAGE,VENTURE,A,3600,7.49,NO
11299,32,25200,RENT,MEDICAL,A,4900,6.17,NO
11300,24,52000,MORTGAGE,HOMEIMPROVEMENT,B,15000,10.0,NO
11301,25,62400,RENT,VENTURE,A,5000,7.51,NO
11302,35,46000,RENT,PERSONAL,C,12800,13.48,NO
11303,29,200000,RENT,PERSONAL,B,16000,12.69,NO
11304,34,138000,MORTGAGE,MEDICAL,B,25000,11.12,NO
11305,27,67000,RENT,HOMEIMPROVEMENT,C,20000,14.26,NO
11306,27,90000,MORTGAGE,EDUCATION,A,8000,7.66,NO
11307,23,40000,MORTGAGE,EDUCATION,B,18000,9.91,NO
11308,42,30000,RENT,VENTURE,D,8000,14.96,NO
11309,26,86502,RENT,PERSONAL,B,8000,10.36,NO
11310,28,58800,MORTGAGE,VENTURE,A,5500,6.76,NO
11311,27,24000,RENT,VENTURE,C,5000,14.72,NO
11312,22,65000,RENT,DEBTCONSOLIDATION,B,17700,11.49,NO
11313,24,50000,RENT,PERSONAL,A,4000,7.66,NO
11314,25,70000,MORTGAGE,VENTURE,A,4800,6.99,NO
11315,21,160000,OTHER,EDUCATION,A,6000,8.0,NO
11316,29,67704,RENT,PERSONAL,B,15000,11.86,NO
11317,22,72500,RENT,DEBTCONSOLIDATION,B,4200,11.71,NO
11318,30,72000,MORTGAGE,MEDICAL,B,20000,10.38,NO
11319,23,95000,RENT,PERSONAL,A,10000,6.17,NO
11320,36,59800,MORTGAGE,VENTURE,D,18200,18.25,NO
11321,22,60000,MORTGAGE,MEDICAL,A,10000,7.9,NO
11322,30,44208,RENT,MEDICAL,A,7600,7.74,NO
11323,33,55070,RENT,MEDICAL,A,9000,8.49,NO
11324,22,57200,MORTGAGE,EDUCATION,A,7000,7.51,NO
11325,24,30000,RENT,MEDICAL,A,6000,7.51,NO
11326,29,120000,MORTGAGE,HOMEIMPROVEMENT,A,4700,7.14,NO
11327,33,125004,RENT,EDUCATION,E,12000,15.68,NO
11328,33,25000,MORTGAGE,DEBTCONSOLIDATION,C,3000,12.53,NO
11329,23,76000,OWN,EDUCATION,B,18000,10.99,NO
11330,23,100000,MORTGAGE,MEDICAL,A,17000,5.79,NO
11331,37,80000,MORTGAGE,DEBTCONSOLIDATION,B,10000,9.99,NO
11332,29,68000,OTHER,VENTURE,B,16000,11.89,NO
11333,26,44000,RENT,MEDICAL,A,5000,8.9,NO
11334,28,66920,RENT,MEDICAL,C,5000,14.26,NO
11335,30,144000,MORTGAGE,PERSONAL,A,6000,8.49,NO
11336,21,50000,MORTGAGE,PERSONAL,B,7000,10.59,NO
11337,24,60000,MORTGAGE,DEBTCONSOLIDATION,B,8500,10.59,NO
11338,25,52500,MORTGAGE,DEBTCONSOLIDATION,A,9000,7.88,NO
11339,32,36000,OWN,MEDICAL,C,4900,13.22,NO
11340,31,72000,RENT,EDUCATION,B,4000,9.99,NO
11341,23,32400,RENT,EDUCATION,A,4500,7.49,NO
11342,25,90000,MORTGAGE,VENTURE,A,20000,6.54,NO
11343,34,98000,MORTGAGE,VENTURE,A,16000,6.03,NO
11344,30,20000,OWN,HOMEIMPROVEMENT,A,3800,6.99,NO
11345,31,100000,MORTGAGE,MEDICAL,B,6000,10.99,NO
11346,23,180000,MORTGAGE,VENTURE,B,5000,9.33,NO
11347,23,93000,RENT,DEBTCONSOLIDATION,A,7200,6.92,NO
11348,25,85000,MORTGAGE,PERSONAL,C,5500,13.49,NO
11349,30,44760,RENT,EDUCATION,B,3300,11.71,NO
11350,21,32000,MORTGAGE,DEBTCONSOLIDATION,B,4200,11.58,NO
11351,22,145000,MORTGAGE,PERSONAL,A,12000,6.92,NO
11352,22,36000,RENT,PERSONAL,A,4000,8.94,NO
11353,23,40000,MORTGAGE,VENTURE,B,4000,9.99,NO
11354,24,67000,MORTGAGE,HOMEIMPROVEMENT,B,12150,10.37,NO
11355,25,78000,MORTGAGE,EDUCATION,B,14200,11.48,NO
11356,29,21996,OWN,PERSONAL,A,8300,5.42,NO
11357,29,61000,MORTGAGE,PERSONAL,A,9000,7.88,NO
11358,26,36194,MORTGAGE,PERSONAL,B,9250,10.08,NO
11359,35,39800,RENT,DEBTCONSOLIDATION,B,2400,11.71,NO
11360,31,24000,RENT,MEDICAL,A,1800,8.59,NO
11361,28,42000,RENT,MEDICAL,A,6400,5.79,NO
11362,23,56000,RENT,PERSONAL,B,12000,10.75,NO
11363,25,49500,MORTGAGE,DEBTCONSOLIDATION,A,2400,7.51,NO
11364,24,44582,MORTGAGE,PERSONAL,A,5600,7.49,NO
11365,35,46654,MORTGAGE,EDUCATION,B,17000,11.83,NO
11366,25,115000,MORTGAGE,VENTURE,A,20000,6.91,NO
11367,29,62004,MORTGAGE,MEDICAL,B,12000,11.11,NO
11368,22,58000,RENT,VENTURE,B,12000,11.49,NO
11369,34,72000,RENT,EDUCATION,D,18000,15.95,NO
11370,28,55000,RENT,MEDICAL,B,13800,11.83,NO
11371,31,62400,MORTGAGE,EDUCATION,D,8500,14.09,NO
11372,24,75000,RENT,EDUCATION,B,8400,12.69,NO
11373,36,52000,MORTGAGE,HOMEIMPROVEMENT,A,8000,7.51,NO
11374,29,45756,RENT,EDUCATION,B,7500,10.0,NO
11375,31,80000,MORTGAGE,PERSONAL,B,15000,10.95,NO
11376,25,120000,RENT,PERSONAL,C,4800,14.22,NO
11377,26,65000,MORTGAGE,EDUCATION,B,5000,11.89,NO
11378,29,83000,RENT,EDUCATION,B,10000,11.99,NO
11379,22,41800,MORTGAGE,VENTURE,A,3100,6.76,NO
11380,27,48000,RENT,MEDICAL,C,5250,15.27,NO
11381,24,82000,MORTGAGE,EDUCATION,A,7500,8.32,NO
11382,24,57000,MORTGAGE,DEBTCONSOLIDATION,B,2400,12.69,NO
11383,28,30000,RENT,MEDICAL,B,5000,9.88,NO
11384,24,20160,RENT,MEDICAL,C,1500,13.35,NO
11385,22,120000,MORTGAGE,EDUCATION,B,8000,12.69,NO
11386,23,56000,RENT,MEDICAL,A,2400,8.9,NO
11387,36,48686,RENT,MEDICAL,D,12000,13.99,NO
11388,22,31200,RENT,EDUCATION,B,3000,11.86,NO
11389,32,85000,MORTGAGE,VENTURE,E,8000,18.79,NO
11390,26,121000,RENT,EDUCATION,A,2500,7.66,NO
11391,21,45000,MORTGAGE,EDUCATION,A,18000,7.88,NO
11392,24,37950,RENT,EDUCATION,B,11000,11.86,NO
11393,28,215662,MORTGAGE,VENTURE,B,21000,11.99,NO
11394,26,69996,MORTGAGE,DEBTCONSOLIDATION,C,14000,13.49,NO
11395,25,42000,RENT,MEDICAL,A,5000,7.51,NO
11396,24,60000,MORTGAGE,PERSONAL,A,18000,7.9,NO
11397,24,41000,MORTGAGE,VENTURE,A,2500,7.29,NO
11398,25,191000,MORTGAGE,MEDICAL,B,10000,12.53,NO
11399,27,35000,RENT,VENTURE,A,10000,8.49,NO
11400,29,40800,MORTGAGE,HOMEIMPROVEMENT,A,2000,7.74,NO
11401,29,71000,RENT,PERSONAL,A,19000,6.54,NO
11402,23,97500,RENT,DEBTCONSOLIDATION,B,9600,10.37,NO
11403,26,150000,MORTGAGE,DEBTCONSOLIDATION,B,25000,9.99,NO
11404,23,93000,RENT,EDUCATION,C,10000,14.26,NO
11405,33,110000,RENT,HOMEIMPROVEMENT,B,12000,10.65,NO
11406,23,48500,RENT,MEDICAL,A,6000,9.32,NO
11407,25,95000,MORTGAGE,PERSONAL,A,5000,7.43,NO
11408,22,52800,RENT,PERSONAL,D,7000,17.58,NO
11409,34,60000,RENT,HOMEIMPROVEMENT,C,10000,13.57,NO
11410,23,95000,MORTGAGE,VENTURE,A,4000,7.88,NO
11411,21,68000,RENT,EDUCATION,B,18000,10.65,NO
11412,26,96000,RENT,HOMEIMPROVEMENT,B,1000,10.36,NO
11413,46,60350,RENT,PERSONAL,A,10000,8.94,NO
11414,25,80000,MORTGAGE,VENTURE,D,14000,15.62,NO
11415,26,55000,RENT,EDUCATION,E,9000,16.7,NO
11416,21,42000,RENT,EDUCATION,B,4000,12.42,NO
11417,37,78000,RENT,MEDICAL,C,9600,12.99,NO
11418,22,57500,RENT,VENTURE,B,9100,11.49,NO
11419,26,52800,MORTGAGE,MEDICAL,A,1925,6.76,NO
11420,22,94000,MORTGAGE,PERSONAL,C,35000,15.23,NO
11421,32,78000,MORTGAGE,DEBTCONSOLIDATION,A,8000,6.99,NO
11422,23,48000,MORTGAGE,VENTURE,B,12000,11.36,NO
11423,40,75000,RENT,EDUCATION,A,6500,7.9,NO
11424,25,125000,MORTGAGE,VENTURE,A,10000,5.99,NO
11425,24,120000,MORTGAGE,VENTURE,A,20000,7.9,NO
11426,24,80000,MORTGAGE,DEBTCONSOLIDATION,C,24000,14.35,NO
11427,35,55000,MORTGAGE,PERSONAL,A,15000,8.49,NO
11428,24,28590,RENT,MEDICAL,D,8000,15.65,NO
11429,33,170004,MORTGAGE,PERSONAL,A,12000,7.51,NO
11430,21,40000,RENT,VENTURE,D,1200,15.58,NO
11431,28,70000,RENT,MEDICAL,B,15000,11.89,NO
11432,23,20000,OWN,MEDICAL,A,1200,7.49,NO
11433,26,52000,RENT,PERSONAL,B,5000,10.59,NO
11434,22,55000,MORTGAGE,EDUCATION,B,12000,9.63,NO
11435,33,225000,MORTGAGE,PERSONAL,B,8000,9.99,NO
11436,27,32000,RENT,MEDICAL,B,8000,9.91,NO
11437,23,117696,MORTGAGE,MEDICAL,A,15000,6.03,NO
11438,38,62691,OWN,VENTURE,C,6000,13.49,NO
11439,36,84000,RENT,EDUCATION,C,25000,12.87,NO
11440,24,68000,RENT,EDUCATION,B,13500,12.21,NO
11441,30,54000,RENT,EDUCATION,B,6300,10.0,NO
11442,28,51000,RENT,VENTURE,D,7500,16.49,NO
11443,57,45600,RENT,VENTURE,B,3000,9.91,NO
11444,41,50780,MORTGAGE,PERSONAL,B,6000,10.99,NO
11445,34,53995,RENT,PERSONAL,B,5000,9.63,NO
11446,32,67000,RENT,DEBTCONSOLIDATION,A,3000,7.14,NO
11447,41,35000,MORTGAGE,DEBTCONSOLIDATION,C,1500,13.06,NO
11448,23,36000,RENT,EDUCATION,B,7000,9.99,NO
11449,29,60000,OWN,PERSONAL,C,9000,12.23,NO
11450,25,33500,RENT,VENTURE,B,10000,10.25,NO
11451,21,24996,OWN,MEDICAL,C,6500,11.34,NO
11452,24,96000,RENT,DEBTCONSOLIDATION,B,17400,10.37,NO
11453,27,95000,MORTGAGE,PERSONAL,C,15000,12.68,NO
11454,32,108202,MORTGAGE,MEDICAL,C,9600,13.79,NO
11455,30,50000,RENT,PERSONAL,A,6000,5.79,NO
11456,24,32700,OWN,EDUCATION,A,4200,7.29,NO
11457,25,94000,MORTGAGE,HOMEIMPROVEMENT,B,30000,10.65,NO
11458,26,65000,MORTGAGE,VENTURE,E,22000,17.19,NO
11459,27,51000,RENT,HOMEIMPROVEMENT,B,8400,10.71,NO
11460,35,38000,MORTGAGE,VENTURE,A,9600,7.49,NO
11461,42,57000,RENT,MEDICAL,C,15000,13.43,NO
11462,24,85000,RENT,PERSONAL,B,10000,10.37,NO
11463,24,48000,OWN,EDUCATION,C,15000,13.06,NO
11464,28,58600,OTHER,HOMEIMPROVEMENT,A,4550,8.0,NO
11465,27,150000,RENT,EDUCATION,B,25000,11.36,NO
11466,25,68000,MORTGAGE,VENTURE,C,6500,12.99,NO
11467,34,65000,RENT,EDUCATION,A,17900,7.9,NO
11468,27,60000,RENT,DEBTCONSOLIDATION,B,6000,9.25,NO
11469,22,32000,OWN,MEDICAL,B,1200,9.96,NO
11470,23,45000,RENT,DEBTCONSOLIDATION,B,7800,12.69,NO
11471,35,43000,RENT,DEBTCONSOLIDATION,C,1200,13.8,NO
11472,34,27852,OWN,PERSONAL,C,4200,12.84,NO
11473,25,57000,OWN,MEDICAL,A,900,8.63,NO
11474,27,52800,RENT,VENTURE,B,8400,11.86,NO
11475,23,78000,MORTGAGE,EDUCATION,A,4600,7.66,NO
11476,24,79000,RENT,HOMEIMPROVEMENT,A,13800,8.49,NO
11477,26,97700,MORTGAGE,DEBTCONSOLIDATION,A,10400,9.32,NO
11478,22,60000,RENT,PERSONAL,A,13200,8.49,NO
11479,22,45000,MORTGAGE,PERSONAL,A,5000,6.99,NO
11480,22,56000,RENT,MEDICAL,A,5600,8.32,NO
11481,27,75000,MORTGAGE,PERSONAL,C,18000,13.57,NO
11482,27,50000,MORTGAGE,MEDICAL,A,9500,8.9,NO
11483,22,60000,MORTGAGE,VENTURE,B,20000,12.21,NO
11484,23,65000,MORTGAGE,EDUCATION,A,8000,7.14,NO
11485,37,80000,MORTGAGE,MEDICAL,B,20000,11.83,NO
11486,21,35000,OWN,EDUCATION,C,5000,14.27,NO
11487,32,140304,MORTGAGE,MEDICAL,A,20000,6.91,NO
11488,22,24000,OWN,VENTURE,B,2500,10.59,NO
11489,24,45996,RENT,MEDICAL,C,2000,12.98,NO
11490,37,60000,RENT,VENTURE,C,9700,13.61,NO
11491,46,116000,MORTGAGE,DEBTCONSOLIDATION,A,10000,6.03,NO
11492,23,50000,OWN,VENTURE,A,2050,7.49,NO
11493,28,55000,MORTGAGE,VENTURE,A,20000,6.62,NO
11494,28,42000,OWN,MEDICAL,C,6000,12.84,NO
11495,27,57240,OWN,VENTURE,B,15000,11.99,NO
11496,27,80000,RENT,PERSONAL,A,20000,7.49,NO
11497,27,45600,MORTGAGE,DEBTCONSOLIDATION,A,1450,8.49,NO
11498,33,24720,RENT,DEBTCONSOLIDATION,A,5000,7.49,NO
11499,39,70000,MORTGAGE,VENTURE,A,12500,7.9,NO
11500,24,47000,MORTGAGE,HOMEIMPROVEMENT,A,6000,7.66,NO
11501,30,96000,RENT,VENTURE,B,4000,10.75,NO
11502,41,72000,OWN,HOMEIMPROVEMENT,C,10000,13.49,NO
11503,37,43000,RENT,MEDICAL,A,10000,7.9,NO
11504,39,275000,RENT,PERSONAL,A,12000,8.49,NO
11505,27,57886,MORTGAGE,VENTURE,A,4000,7.9,NO
11506,27,69000,RENT,VENTURE,A,2500,7.14,NO
11507,26,54000,MORTGAGE,EDUCATION,A,5000,6.62,NO
11508,27,75288,MORTGAGE,MEDICAL,B,18050,10.0,NO
11509,23,37440,RENT,EDUCATION,E,8000,14.18,NO
11510,22,60000,RENT,EDUCATION,B,15000,10.59,NO
11511,21,100000,MORTGAGE,VENTURE,A,6200,8.49,NO
11512,23,84000,RENT,PERSONAL,B,20000,11.11,NO
11513,29,55500,RENT,DEBTCONSOLIDATION,A,12000,7.88,NO
11514,36,30000,RENT,MEDICAL,B,3000,10.38,NO
11515,30,67275,RENT,HOMEIMPROVEMENT,A,6500,8.94,NO
11516,22,30000,OWN,PERSONAL,B,5000,11.12,NO
11517,27,59147,MORTGAGE,MEDICAL,B,7000,11.26,NO
11518,25,72500,RENT,HOMEIMPROVEMENT,B,9000,10.59,NO
11519,42,82500,RENT,DEBTCONSOLIDATION,A,2575,6.76,NO
11520,26,117000,MORTGAGE,EDUCATION,A,6000,7.51,NO
11521,37,36000,MORTGAGE,EDUCATION,A,9000,7.49,NO
11522,29,21000,RENT,MEDICAL,A,4000,5.79,NO
11523,32,52500,MORTGAGE,HOMEIMPROVEMENT,C,7000,12.99,NO
11524,28,39184,RENT,DEBTCONSOLIDATION,A,6000,6.17,NO
11525,23,58500,MORTGAGE,DEBTCONSOLIDATION,A,4000,8.0,NO
11526,50,120000,MORTGAGE,HOMEIMPROVEMENT,D,5575,15.2,NO
11527,33,32004,RENT,PERSONAL,A,4000,8.32,NO
11528,25,63000,MORTGAGE,EDUCATION,D,25000,13.87,NO
11529,24,40000,OWN,HOMEIMPROVEMENT,C,7500,13.22,NO
11530,27,54996,OWN,HOMEIMPROVEMENT,D,8000,14.11,NO
11531,25,42769,RENT,EDUCATION,A,1500,7.49,NO
11532,23,43200,RENT,MEDICAL,C,5000,12.87,NO
11533,23,55000,MORTGAGE,VENTURE,A,8000,7.49,NO
11534,23,45000,RENT,MEDICAL,B,5275,10.39,NO
11535,27,45000,RENT,EDUCATION,A,7000,7.49,NO
11536,23,72150,RENT,VENTURE,B,14000,10.75,NO
11537,23,70572,MORTGAGE,EDUCATION,A,14500,5.99,NO
11538,27,46000,RENT,VENTURE,A,10000,9.32,NO
11539,27,52500,RENT,PERSONAL,A,11425,7.51,NO
11540,25,147750,RENT,HOMEIMPROVEMENT,B,5750,9.99,NO
11541,23,84000,RENT,VENTURE,A,10000,7.49,NO
11542,23,42000,MORTGAGE,PERSONAL,D,6000,16.77,NO
11543,23,67000,MORTGAGE,DEBTCONSOLIDATION,A,5600,7.49,NO
11544,22,40000,MORTGAGE,DEBTCONSOLIDATION,A,2000,7.9,NO
11545,26,90000,RENT,PERSONAL,B,5525,11.36,NO
11546,30,65004,MORTGAGE,PERSONAL,A,7100,8.0,NO
11547,28,38196,MORTGAGE,MEDICAL,B,10750,10.75,NO
11548,21,53000,RENT,DEBTCONSOLIDATION,B,10000,10.62,NO
11549,23,28000,RENT,DEBTCONSOLIDATION,B,3000,10.25,NO
11550,28,30000,MORTGAGE,DEBTCONSOLIDATION,A,3000,7.29,NO
11551,22,40000,RENT,DEBTCONSOLIDATION,A,1000,7.9,NO
11552,37,186000,OWN,VENTURE,A,3000,6.39,NO
11553,25,27000,RENT,VENTURE,B,6000,11.86,NO
11554,23,46000,RENT,EDUCATION,A,7000,7.4,NO
11555,23,50252,RENT,EDUCATION,C,2000,13.92,NO
11556,29,48000,OWN,VENTURE,C,6000,14.27,NO
11557,37,68480,RENT,MEDICAL,C,3600,15.23,NO
11558,23,78000,RENT,VENTURE,D,3000,16.89,NO
11559,27,29120,RENT,MEDICAL,C,7200,13.11,NO
11560,33,84000,MORTGAGE,EDUCATION,D,20000,14.61,NO
11561,23,118000,MORTGAGE,VENTURE,C,12000,13.11,NO
11562,29,68000,MORTGAGE,MEDICAL,C,5000,12.99,NO
11563,22,48000,MORTGAGE,EDUCATION,B,6500,10.62,NO
11564,26,24000,RENT,DEBTCONSOLIDATION,A,6000,6.62,NO
11565,29,60000,RENT,HOMEIMPROVEMENT,C,9600,11.66,NO
11566,43,68000,MORTGAGE,PERSONAL,C,7000,12.61,NO
11567,26,42000,MORTGAGE,EDUCATION,D,15075,12.92,NO
11568,26,57000,RENT,MEDICAL,B,4100,10.59,NO
11569,25,28000,RENT,EDUCATION,B,2400,11.49,NO
11570,27,85000,RENT,PERSONAL,B,20000,10.59,NO
11571,22,70000,MORTGAGE,VENTURE,B,14400,11.71,NO
11572,60,60000,OWN,PERSONAL,C,9000,13.8,NO
11573,29,115500,RENT,EDUCATION,B,20000,10.46,NO
11574,26,130000,RENT,VENTURE,D,14400,14.46,NO
11575,23,149385,OWN,VENTURE,A,7000,8.94,NO
11576,32,70000,OWN,MEDICAL,A,14400,7.88,NO
11577,27,45000,RENT,DEBTCONSOLIDATION,A,13000,8.94,NO
11578,27,50000,MORTGAGE,VENTURE,A,12000,6.62,NO
11579,36,25000,MORTGAGE,MEDICAL,A,11500,7.29,NO
